CustomerID,y_pred_full
7577-SWIFR,0.8306407359049442
1393-IMKZG,0.823873982820237
7439-DKZTW,0.7986844448398902
5150-ITWWB,0.7954771715409072
4927-WWOOZ,0.7901108311447058
4912-PIGUY,0.7856968781682965
1628-BIZYP,0.7758883765541816
1452-VOQCH,0.7735881535285217
3462-BJQQA,0.769961130557185
6350-XFYGW,0.7473086434429355
7379-FNIUJ,0.740689775385038
4132-KALRO,0.7375938617150728
2545-EBUPK,0.7359583157665812
9603-OAIHC,0.7315380421997909
7398-SKNQZ,0.731420456954923
6734-GMPVK,0.7276228598232486
2254-DLXRI,0.7272029593860265
5760-IFJOZ,0.7269743444449006
3292-PBZEJ,0.7263850476642084
4929-XIHVW,0.7237093415595186
0722-SVSFK,0.7226321280512265
3318-NMQXL,0.721836219579539
2081-VEYEH,0.721216770787813
5091-HFAZW,0.7207446663929715
3489-HHPFY,0.7203647475424937
9840-EFJQB,0.7140697784337637
2984-AFWNC,0.7087105753717642
5043-TRZWM,0.7083096607134665
4566-NECEV,0.7045808581661077
8087-LGYHQ,0.7016351980700213
0021-IKXGC,0.7003993185013595
8242-SOQUO,0.698626053454444
4273-MBHYA,0.6973930554152545
0139-IVFJG,0.6954390400170909
2754-SDJRD,0.6939217702762562
3422-GALYP,0.6936215776278508
8775-ERLNB,0.6930728982912338
1640-PLFMP,0.6929705943079526
1941-HOSAM,0.6919628008841707
6630-UJZMY,0.6902112777895716
5542-TBBWB,0.6897520800361101
3878-AVSOQ,0.6895276909643537
9605-WGJVW,0.6866482292317462
8161-QYMTT,0.6849184799366863
8622-ZLFKO,0.6838272334208129
7465-ZZRVX,0.6812439607235493
0365-BZUWY,0.6796354110945911
9957-YODKZ,0.6794665926043618
4445-ZJNMU,0.6794380451288757
4060-LDNLU,0.6787303776658336
4234-XTNEA,0.6785403998738029
4137-BTIKL,0.6782544043331544
6969-MVBAI,0.6766151287584551
8309-IEYJD,0.6757292332754751
1173-XZPYF,0.6753431908178952
1746-TGTWV,0.6751532919863926
8040-MNRTF,0.6732770435475663
2674-MIAHT,0.6725553719127644
6407-UTSLV,0.6708633008666663
9094-AZPHK,0.6702498493014238
9290-SHCMB,0.667575761543532
7426-RHZGU,0.6664347858360594
9617-INGJY,0.6664104089050267
0258-NOKBL,0.6652280383693016
3295-YVUSR,0.6651558851494492
3420-YJLQT,0.66406587281961
6215-NQCPY,0.6640464371186532
3320-VEOYC,0.663937058309897
4813-HQMGZ,0.6633334409893499
2262-SLNVK,0.6630869974574494
1960-UYCNN,0.6618878383753459
2018-QKYGT,0.6617666479687887
8739-XNIKG,0.6602685153395673
8714-CTZJW,0.6599607641302747
9050-IKDZA,0.6594336279701822
4298-OYIFC,0.6588379185952827
4847-TAJYI,0.6582357750510373
2038-OEQZH,0.6576397099028328
8687-BAFGU,0.6572542592108049
4853-OITSN,0.6564293246613243
2424-WVHPL,0.6545327522815982
8266-VBFQL,0.6536802984684356
2792-LSHWX,0.6522132390861792
5339-PXDVH,0.651261620123653
6357-JJPQT,0.6498306123748087
4090-KPJIP,0.6491567788788004
7952-OBOYL,0.6482640925412948
4115-NZRKS,0.6476614363770331
2468-SJFLM,0.6475776188177527
5032-MIYKT,0.6454529194845635
8035-PWSEV,0.643603153036808
2123-AGEEN,0.6426969066824147
5348-CAGXB,0.6415563929662527
0187-QSXOE,0.6413730983706405
2880-FPNAE,0.6406990338697731
1251-STYSZ,0.6395277098054457
4395-PZMSN,0.6382790653006285
3629-ZNKXA,0.6378692069744469
5382-SOYZL,0.6378357766215305
6856-RAURS,0.6377171518643672
6435-SRWBJ,0.6367687487518596
4770-UEZOX,0.6357849246927916
4854-CIDCF,0.6335597073733115
4884-ZTHVF,0.6335456122310787
5956-YHHRX,0.6325317359400707
5937-EORGB,0.6322776524779323
0432-CAJZV,0.6317897955687575
9741-YLNTD,0.6316053022891579
3904-UKFRE,0.6307648349348931
2080-GKCWQ,0.6304736150344914
2789-HQBOU,0.6299557936491114
0793-TWELN,0.6284673804290721
5995-SNNEW,0.6284263200779626
0225-ZORZP,0.6274129835688979
7994-UYIVZ,0.6264959838494716
5429-LWCMV,0.6263588903902337
6923-JHPMP,0.6249484378472092
2135-DQWAQ,0.6245418572311885
2215-ZAFGX,0.6242383100768032
6583-KQJLK,0.6216211076800237
3916-NRPAP,0.6205417848656463
3452-GWUIN,0.6205105846146111
5183-SNMJQ,0.6199143431720062
9714-EDSUC,0.6179753695999554
3411-WLRSQ,0.6162491523630289
4633-MKHYU,0.6149070685392084
6229-LSCKB,0.6147071881058257
0480-BIXDE,0.6145789725361741
4741-WWJQZ,0.6143389324356929
8903-WMRNW,0.6139173709614891
4559-UWIHT,0.6132953856701154
7315-WYOAW,0.6124535443339194
5935-FCCNB,0.6123083081090235
1508-DFXCU,0.6123052554292988
4123-DVHPH,0.6106623656794776
3338-CVVEH,0.6102874338731892
5701-YVSVF,0.6096210195805839
7858-GTZSP,0.6076390045896343
4749-OJKQU,0.6073071457159367
6918-UMQCG,0.6071729425511043
9093-FPDLG,0.6057810344164611
7321-VGNKU,0.6038948119522514
6645-MXQJT,0.6028772782456584
3370-HXOPH,0.601878086919172
1200-TUZHR,0.6013486001548876
7394-LWLYN,0.6005351487240701
9799-CAYJJ,0.599995669486246
5119-NZPTV,0.5993334421839775
0817-HSUSE,0.5989090450047527
8118-TJAFG,0.5988448947089335
3966-HRMZA,0.598693279250716
1197-BVMVG,0.5979696225647895
7225-CBZPL,0.5977378315063759
4059-IIEBK,0.5972231852445098
9696-RMYBA,0.5968157154691234
3096-GKWEB,0.5952443410581048
6496-JDSSB,0.5945190165992915
7823-JSOAG,0.5944766601713032
8617-ENBDS,0.5944635732836397
3071-VBYPO,0.594142646130552
8132-YPVBX,0.5936188205698546
6137-NICCO,0.5931055176456331
2876-GZYZC,0.5909489146261497
6986-IXNDM,0.5895109421677355
3191-CSNMG,0.5883203804148778
3717-OEAUQ,0.5880835943571687
4450-DLLMH,0.5879752214813827
9402-ORRAH,0.5872751291264413
9547-ITEFG,0.5872662168396463
6198-ZFIOJ,0.5872096181465197
2897-DOVND,0.586650773697097
7668-XCFYV,0.5861081231016518
1319-YLZJG,0.5857228818264004
9919-KNPOO,0.5855493141708934
2985-FMWYF,0.5852269209098765
6175-IRFIT,0.5850318103425673
7392-YYPYJ,0.5849214230731532
7044-YAACC,0.5840816053401464
8313-NDOIA,0.5839922550718251
9717-QEBGU,0.5836413685115378
7145-FEJWU,0.5834323641003957
9643-AVVWI,0.5826572515193951
2905-KFQUV,0.5823640715233916
4482-EWFMI,0.5818104682164422
1212-GLHMD,0.5804761380954253
3914-FDRHP,0.5798920680781807
6458-CYIDZ,0.5798066281994929
5442-BHQNG,0.578801105411791
1866-OBPNR,0.5767147183919001
2920-RNCEZ,0.576528925715323
